Merriweather Community Based Farmers Market,Rhonda Nowicki,rhonda_nowicki@yahoo.com,,Open-Air/Covered,Aiken,"N Martintown Rd, Edgefield, SC 29824, USA",,803-250-1970,,As of 6/2/2014 open on Wednesday evenings from 5,SEASONAL (May to December),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Merriweather+Fire+Department,+1879+Martintown+Road,+Edgefield,+SC+29824"
Moncks Corner Farmers Market,Danny Mims,rhonda_nowicki@yahoo.com,,Open-Air,Berkeley,"Heatley St & Gulledge St, Moncks Corner, SC 29461, USA",,"843-257-2727,",,"Saturdays, 8 a.m. - 2 p.m.",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Gulledge+and+Heatley+Sts.,+Moncks+Corner,+SC+29461"
Mount Pleasant Farmers Market,Tracy Richter,farmersmarket@tompsc.com,,Open-Air,Charleston,"Simmons St, Mt Pleasant, SC 29464, USA",,843-884-8517,,3,April - September,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Moultrie+Middle+School,+Coleman+Blvd.+and+Simmons+St.,+Mount+Pleasant,+SC+29464"
MUSC Farmers Market-Friday,Susan Johnson/Susan Whelan,musc-empwell@musc.edu,,Open-Air,Charleston,"171 Ashley Ave, Charleston, SC 29425, USA",,843-792-1245,,Fridays 7,Year round,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=171+Ashley+Ave.,+Charleston,+SC+29401"
MUSC Farmers Market-Thursday,Diane Aghapour,aghapour@musc.edu,,Open-Air,Charleston,,,843-792-6966,,Thursday 10,Seasonal,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Pearlstine+Healing+Garden,+1st+fl.+of+the+Hollings+Cancer+Center-86+Jonathan+Lucas+St."
MUSC Farmers Market-Wednesday,Karen Boinest,boinestk@musc.edu,,Open-Air,Charleston,,,843-876-3143,,Wednesday 6 a.m. - 6 p.m.,Year round,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Ashley+River+Tower,+25+Courtenay+Dr."
Myrtle's Market (Myrtle Beach Farmers Market),Johnny Grahman,boinestk@musc.edu,,Open-Air,Horry,"605 Mr. Joe White Ave, Myrtle Beach, SC 29577, USA",,843-997-1716,,"Wednesdays, Fridays & Saturdays, 9 a.m. to 3 p.m.",Seasonal (April 15th to October 29th),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=605+Mr.+Joe+White+Ave+Myrtle+Beach,+SC+29577"
New Beginnings Baptist Church-Seeds of Hope,Donna Bryan or Diane Carson,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Saturdays, 12",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=9601+Caughman+Rd.,+Columbia,+SC+29209"
Ninety Six Farmers Market,Charles Harts,mardruval@embarqmail.com,,Open-Air,Greenwood,"Ninety Six, SC 29666, USA",,864-543-4820,,Thursday 8,June and July,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=102+Main+St+E+Ninety+Six,+SC+29666"
North Charleston/Hanahan Farmers Market,Belinda Swindler,belindaswindler@yahoo.com,,Open-Air/Covered,Charleston,"700 N Charleston Rd, Darlington, SC 29540, USA",,843-745-1028,,"Thursdays, 2 p.m. - 7",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=4800+Park+Circle,+North+Charleston,+SC"
North Myrtle Beach Farmers Market,Samantha Tipton,stipton@waccamawmarkets.org,,Open-Air/Covered,Horry,"925 1st Ave S, North Myrtle Beach, SC 29582, USA",,843-365-6715,,Fridays from 10,May through October Products,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=925+First+Avenue+South,+North+Myrtle+Beach,+SC+29582"
North Myrtle Beach Farmers Market,"Samantha Tipton, Executive Director",stipton@waccamawmarkets.org,,Covered,Horry,"1949 Industrial Park Rd, Conway, SC 29526, USA",,843-365-6715,,"Friday, 10",May 6 - October 28,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=925+First+Avenue+South,+North+Myrtle+Beach,+SC+29582"
Northeast Farmers Market,Sarah Bailey,northeastfarmersmarket13@gmail.com,,Open-Air,Richland,"546 Russell Rd, Camden, SC 29020, USA",,803-800-1879,,Thursdays 3,Seasonal (May-October),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Lake+Carolina+Town+Center,+300+Long+Pointe+Ln,+Suite+2001,+Columbia,+SC+29229"
Old Town Market,Chrys Tuttle,ctuttle@cityofrockhill.com,,Open-Air,York,"Rock Hill, SC, USA",,803-329-5562;,,"Thursdays, 5",May 9th - August 29th,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=115+Caldwell+Street,+Rock+Hill,+SC+29730+"
Orangeburg Farmers Market,Molly McDaniel or Margie Roberts,funde@yahoo.com,,Open-Air,Orangeburg,"Orangeburg, SC, USA",,(C),,"Tuesday - Saturday, 8 a.m. - 1 p.m.",SEASONAL (April - December),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Hwy.+301+South,+Orangeburg,+SC+29115"
Pageland Farmers Market,Ryan Nicholson,803-672-5257,,Open-Air,Orangeburg,"3062 US-601, Pageland, SC 29728, USA",,Chesterfield,,Open 7 days a week (Retail and Wholesale Market),SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=3062+Hwy+601+N,+Pageland,+SC+29728"
Palmetto Area Farmers Market,Rebecca McKinney,rebecca@scorganicliving.com,,Open-Air/Covered,Anderson,"12 W Main St, Williamston, SC 29697, USA",,864-414-5337,,Open 7 days a week (Retail and Wholesale Market),"Seasonal June 29th, August 24, and October 5th",,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=12+W.+Main+Street,+Williamston,+SC"
Pawley's Island Farmers Market,Adam Payne,payne@georgetowncountysc.org,,Open-Air,Georgetown,"310 Greenwich Dr, Georgetown, SC 29440, USA",,"843-503-6832,",,Wed. 9,Seasonal (April 7 to October 27),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=83+Duncan+Ave.,+Pawleys+Island"
Pee Dee State Farmers Market,Tre Coleman,tcoleman@scda.sc.gov,,Open-Air/Covered,Florence,"2513 W Lucas St, Florence, SC 29501, USA",,"843-665-5154,",,Wed. 9,YEAR-ROUND,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=2513+West+Lucas+St.,+Florence,+SC+29501"
Pick-Pocket Farmer's Market,Kathy Lambert,picpocketplantation@gmail.com,,Open-Air,Beaufort,"Burton Hill Rd, Beaufort, SC, USA",,"843-665-5154,",,Open every Tuesday from 1 pm - 6 pm and every Saturday 9 am - 4 pm,Year Round,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Burton+Hill+Road,+Burton,+SC"
Port Royal Farmers Market,Kit Bruce,kitbruce1111@gmail.com,,Open-Air,Beaufort,"1615 Ribaut Rd, Port Royal, SC 29935, USA",,843-470-0699,,"Open on Saturday Only; April 14 to December 22, 2012 8",Year Round Market,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1615+Ribaut+Rd.,+Port+Royal,+SC+29935"
Ralph H. Johnson Medical Center Farmers Market,Nancy Gannon,nancy.gannon@va.gov,,Open-Air,Charleston,"109 Bee St, Charleston, SC 29401, USA",,"843-789-7607,",,Wednesdays 8 a.m. - 2 p.m.,April-December,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=109+Bee+St.,+Charleston,+SC+29401"
"Right Choice, Fresh Start Farmer's Market",Sylvia Ellis Title,ellis-sylvia@att.net,,Open-Air,Orangeburg,"3300 Magnolia St, Orangeburg, SC 29115, USA",,803-534-4548,,Fridays 8,June 3 through October 12,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Family+Health+Centers,+Inc.+at+3300+Magnolia+Street,+Orangeburg,+SC+29115"
Saluda County Farmers Market,Contact,prperry@clemson.edu,,Open-Air,Saluda,"W Main St, Ridge Spring, SC 29129, USA",,864-445-8117,,"Saturdays, 8 a.m. to Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=City+Hall+Parking+Lot,+Main+St.,+Ridge+Spring,+SC+29129"
Sandhill Farmers Market,Stan Perry,perry8@clemson.edu,,Open-Air,Richland,"Columbia, SC 29224, USA",,"803-699-3190,",,"Tuesdays, 2",May - November,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=900+Clemson+Rd.+29229
SC DHEC-1800 St. Julian Place Farmers Market-Seeds of Hope,Donna Bryan or Susan Frost,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Thursdays, 8 a.m. – 12",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1800+St.+Julian+Place,+Columbia,+SC+"
SC DHEC-2600 Bull St Farmers Market-Seeds of Hope,Donna Bryan or Elsie Montgomery,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Tuesday, 8 AM - 12",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=2600+Bull+St.,+Columbia,+SC+"
Seneca Farmers Market,Ed Halbig,ehalbig@seneca.sc.us,,Open-Air,Oconee,"Main St, Seneca, SC 29678, USA",,864-885-2726,,"Tuesdays, Thursdays & Saturdays, 7 a.m. - Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Main+St.,+Seneca,+SC+29678"
Shandon United Methodist Church Farmers Market-Seeds of Hope,Donna Bryan orAnne Wyndham,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Saturdays, 8 a.m. – Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=3407+Devine+St.,+Columbia,+SC+29205+"
Simpsonville Farmers Market,Dianne Carson,deeronsc@gmail.com,,Open-Air,Greenville,"150 Eastview Cir, Simpsonville, SC 29681, USA",,,,Saturdays 8,May to October,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Simpsonville+City+Park+and+East+Curtis+St.,+Simpsonville,+SC+29681"
Six Mile Farmer's Depot,Woodrow Kelley or Roy Stoddard,rita_martin@sixmilesc.org,,Open-Air/Covered,Abbeville,"Six Mile, SC, USA",,Pickens,,Thursdays from 4 p.m. to 7 p.m.,May to October,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=102+S.+Main+Street
Slow Food Earth Market,Linda Lee and Joe Augello,mlinlee@bellsouth.net,,Open-Air,Greenville,"214 Northbrook Way, Greenville, SC 29615, USA",,864-297-9818,,3 p.m. to 7 p.m. Third Thursdays Monthly,SEASONAL (May to September),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=NOMA+Square,+220+N.+Main+Street,+Greenville,+SC+"
Springs Farm Farmers Market,Ronald Edwards,,,Open-Air,York,"1002 Springfield Pkwy, Fort Mill, SC 29715, USA",,"803-371-6044,",,"April to September Monday - Saturday, 7 am - 7 pm Sundays, 1",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1002+Springfield+Parkway,+Fort+Mill,+SC+29715"
St. Mark United Methodist Church-Seeds of Hope,Donna Bryan or Leslie Coolidge,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Saturdays, 9",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=3200+Lyles+St.,+Columbia,+SC+29201"
Summerville Farmers Market,Tim Orvin,torvin@summervillesc.gov,,Open-Air,Dorchester,"200 S Main St, Summerville, SC 29483, USA",,843-851-5211;843-871-6000,,"Saturdays, 8 a.m. - 1","April 9 - December 17, 2016",,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=218+S.+Main+St,+Summerville,+SC+29483"
Sumter County Farmer's Market,Deborah Sparlin,warqueen64@hotmail.com,,Open-Air,Sumter,"2835 September Dr, Sumter, SC 29154, USA",,803-464-5189,,"Monday - Friday, 8 a.m. - 5 p.m. Saturdays, 8 a.m. - 2 p.m.",SEASONAL (April-October),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1+S+Main+St+Sumter,+SC+29150"
Surfside Beach Farmers Market,"Samantha Tipton, Executive Director",stipton@waccamawmarkets.org,,Open-Air,Horry,"1949 Industrial Park Rd, Conway, SC 29526, USA",,843-365-6715,,"Tuesdays, 10",May 3 - October 25,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Corner+of+Surfside+Drive+and+Willow+Drive+North,+Surfside+Beach,+SC+29575"
TD Saturday Market,Victoria Cervantez,vcervantez@greenvillesc.gov,,Open-Air,Greenville,"S Main St & W McBee Ave, Greenville, SC 29601, USA",,864-467-4494,,"Saturdays, 8",SEASONAL (May to October),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=South+Main+@+McBee+Ave.+and+Court+St.,+Greenville,+SC+29609"
The Carolina Apartments-Seeds of Hope,Donna Bryan or Grace McCracken,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Thursday, 12",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=3201+Meadowlard+Dr.,+Columbia,+SC+29201+"
The Community Farmer's Market,Debbie Erwin/Nicole Brown,thecommunityfarmersmarket@gmail.com,,Open-Air,Marion,"Marion, SC, USA",,843-260-4483/843-610-6246,,"Saturdays, 10 a.m. to 2 p.m., weekday schedule to come","SEASONAL (May 4th 2013 to January 31, 2014)",,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=209+Bobby+Gerald+Parkway,+Marion,+SC+29571"
The Farmer's Market at Elko - formally: The Downtown Blackville Farmers Market,Jeanne Johnson,jeannej@clemson.edu,,Open-Air,Barnwell,"2618 Baltic Rd, Blackville, SC 29817, USA",,(W),,Saturday 8,May to October,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=Hwy+78+and37,+Elko,+SC.+"
The Loris Farmer’s Market,Samantha Norris,loriscoc@sccoast.net,,Open-Air,Horry,"Loris, SC 29569, USA",,843-756-6030,,Thursdays 4,July until October,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=PO+Box+356,+Loris,+SC+29569"
The Market at Inman Farms,Signa Curry,inmanfarmsyorksc@gmail.com,,Open-Air/Covered,York,"directions, Irvine, CA 92618, USA",,803-207-6682,,Saturdays 9am-1pm,May-October,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1101+Black+Hwy.,+York,+SC+29745+"
The Town of Lexington Farmers Market,Jennifer Dowden Title,farmersmarket@lexsc.com,,Open-Air,Lexington,"Lexington, SC 29071, USA",,803-356-8238,,"Saturday, 9 a.m. – 1 p.m.","Every Saturday, May 12 - Oct. 27, 2012",,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=116+E.+Main+St.,+Lexington+SC+29071"
Town of Lyman Farmer's Market,Dennis Drozdak,dpdrozdal@lymansc.gov,,Open-Air,Spartanburg,"59 Groce Rd, Lyman, SC 29365, USA",,864-439-3453,,Wednesdays 3pm to 7,"Every Saturday, May 12 - Oct. 27, 2012",,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=59+Groce+Road,+Lyman,+S.C.+29365"
Travelers Rest Farmers Market,Adrienne Hawkins,farmersmarketinfo@gmail.com,,Open-Air,Greenville,"115 Wilhelm Winter St, Travelers Rest, SC 29690, USA",,864-907-6924,,"Saturdays, May 10 - September 27 9",May - September,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=115+Wilhelm+Winter+Street+-+Travelers+Rest,+SC+29690"
Tree of Life Congregation Farmers Market-Seeds of Hope,Donna Bryan or Risa Strauss,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Thursday, 8 a.m. to 12 Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=6719+N.+Trenholm+Rd.,+Columbia,+SC+29206+"
Trinity Episcopal Church Farmers Market-Seeds of Hope,Donna Bryan or Lee Hutson,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Sundays, 8",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1100+Sumter+St.,+Columbia,+SC+29201"
Union Farmers Market,Mike Loveless,dhbryan@bellsouth.net,,Open-Air,Union,"N Mountain St, Union, SC 29379, USA",,864-427-6259,,"Daily, 8 a.m. until sold out",SEASONAL (April-October),,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=North+Mountain+St.,+Union,+SC+29379"
Unitarian Universal Fellowship Farmers Market-Seeds of Hope,Donna Bryan or Joe Long,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Sundays, 11",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=2701+Heyward+St.,+Columbia,+SC+29205+"
Uptown Market,Stephanie Turner (stephanie.turner@cityofgreenwoodsc.com,market@cityofgreenwoodsc.com,,Open Air/covered,Greenwood,"Greenwood, SC, USA",,864-942-8421,,"Mon 10-7 p.m., Wed 10-2 p.m., Thu 9-5 p.m., Sat 10-2 p.m./////Fall & Spring M/W/Th/Sat 10-2 p.m.",Year round with extended summer hours,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=410+Edgefield+Street,+Greenwood,+SC+29646++"
Utopia Farmers Market,Cindy M. Hall,cindyhall50@gmail.com,,Open-Air/Covered,Lexington,"1108 Union Church Rd, Leesville, SC 29070, USA",,803-727-6947,,"Saturday, 9",June - October,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=134+N.+Hendrix+Street,+Leesville,+SC+29070"
Virginia Wingard United Methodist Farmers Market-Seeds of Hope,Donna Bryan or Ted Jenkins,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Saturdays, 8 a.m. – Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1500+Broad+River+Rd.,+Columbia,+SC+29210+"
Walhalla Farmers Market,Howard Hillar,hhiller@clemson.edu,,Open-Air,Oconee,"301 E Main St, Walhalla, SC 29691, USA",,864-638-5889,,"Wednesdays & Fridays, 7 a.m. - Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=301+E+Main+St+Walhalla,+SC+29691"
Washington Street United Church Farmers Market-Seeds of Hope,Donna Bryan or Pierce McNair,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,"803-782-3840,",,"Saturdays, 8 a.m. – Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=1401+Washington+St.,+Columbia,+SC+29201+"
Whaley Street United Methodist Church Farmers Market-Seeds of Hope,Donna Bryan or Larry Gates,dhbryan@bellsouth.net,,Open-Air,Richland,"Columbia, SC 29206, USA",,803-782-3840,,"Saturdays, 8 am – Noon",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=517+Whaley+St.,+Columbia,+SC+29201+"
Williamsburg County Farmers Market,Rosa Fleming,dhbryan@bellsouth.net,,Open-Air,Williamsburg,"1009 County Rd S-45-455, Kingstree, SC 29556, USA",,843-356-9493,,"Thursdays & Saturdays, 8 a.m. – 1 p.m.",SEASONAL,,"https://www.google.com/maps/embed/v1/place?key=AIzaSyAiOio1YAbHIIbb4khYELRVeHz_1X12b_g&q=East+Main+St.,+Kingstree,+SC+29556"
