"Bigelow Berry Farm, Inc.",Family owned and operated strawberry farm since 1963. We provide  picked berries for retail at our farm and wholesale to stores and markets. We are also venders at many Southeastern Farmer's markets. Season usually runs from about June 10th thru July 3rd.,bigelowsgreenhouse@hotmail.com,http://www.bigelowsfarm.com,Lapeer,"4845 Lake Pleasant Rd, North Branch, MI 48461, USA",4845 Lake Pleasant Rd,North Branch,MI,48461,(810) 688-2181,,-83.174103,43.174786
Hot Cups/Wanna Spoon,"AN ORGANIC, FAIR TRADE, Coffee and Tea shop!! NOW SERVING GELATO! Located in the Flint Farmers Market! Locally resources all coffee. Tea and Gelato!",stefn1986@gmail.com,,Genesee,"300 E 1st St, Flint, MI 48502, USA",300 E 1st St,Flint,MI,48502,(810) 650-0675,,-83.687782,43.017059
"The Flower Farm, LLC","The Flower Farm a is family owned retail garden center providing year-round Horticultural beauty to the residents of Michigan’s Thumb in the form of garden plants, gifts and information. As well as the Corn maze, pumpkin patch and Christmas trees and full service florist with annuals, perennials, trees, shrubs and more. In the Fall we have awesome corn maze with family activities.",info@theflowerfarm.biz,http://www.theflowerfarm.biz,Huron,"236 Pigeon Rd, Bad Axe, MI 48413, USA",236 Pigeon Rd,Bad Axe,MI,48413,(989) 269-8754,,-83.007393,43.823502
A&L Farm Market & Restaurant,"Mexican and american food that serves breakfast, lunch and dinner. Market open from May-October. Locally grown fresh fruits and vegetables including blueberries, strawberries, tomatoes, pumpkins and much more. Baking mixes, salsa, syrup and many more items. Playground and picnic area available.",info@aandlfarmmarket.com,http://www.aandlfarmmarket.com,Ottawa,"13930 Lake Michigan Dr, West Olive, MI 49460, USA",13930 Lake Michigan Dr,West Olive,MI,49460,(616) 842-2523,from May-October,-86.129837,42.972477
Bloom'n Scents,"Located in beautiful Northeast Michigan. Our shop offers unique & specialty herb plants, bulk dried herbs, large variety of handmade glycerin soap, herbal products and much more. Also a farmer's market. We are open May - Oct. Call for hours.",bloom_n_scents@yahoo.com,,Iosco,"2664 Brooks Rd, East Tawas, MI 48730, USA",2664 Brooks Rd,East Tawas,MI,48730,(989) 362-4552,May - Oct,-83.503052,44.356846
Edible Acres,"Welcome to Edible Acres, where our goal is to provide you an opportunity to enjoy local, delicious fresh vegetables, shared weekly by your own farmers! Edible Acres is a 40 acre Farm located in Kent City, MI, just 20 miles north of Grand Rapids. We are a family owned and family run CSA dedicated to providing food in a way that's healthier for you and our community. Our season runs from mid-June through mid-October.",Karen@edibleacres.com,,Kent,"2690 Rusco Rd, Kent City, MI 49330, USA",2690 Rusco Rd,Kent City,MI,49330,(616) 648-0110,,-85.735214,43.210949
Port Sanilac Farmers Market,"The Port Sanilac Farmers’ Market is open Fridays from 2pm to 7pm. The Port Sanilac Farmers' Market is a ""local producers"" market featuring items grown or made exclusively in Sanilac, Huron, and Tuscola counties. Here you will find locally grown produce and plants, along with unique handcrafted items. Located at the Sanilac County Historical Museum & Village on M-25 on the south end of the Village of Port Sanilac.",sanilacfarmarket@gmail.com,https://www.facebook.com/portsanilacfarmersmarket,Sanilac,"228 S Ridge St, Port Sanilac, MI 48469, USA",228 S Ridge St,Port Sanilac,MI,48469,(248) 701-4812,Fridays from 2pm to 7pm,-82.542572,43.422379
Krupp Farms,"Farm fresh, snapped asparagus May into June. Strawberries, U-pick or picked June into July. Rhubarb and raspberries, July into August. Visit our petting zoo and ice cream shop. Handicapped accessible. Restrooms available. Field trips available.",Kruppfarms@earthlink.net,http://www.kruppfarms.com/,Kent,"8025 Krupp Ave NE, Comstock Park, MI 49321, USA",8025 Krupp Ave NE,Comstock Park,MI,49321,(616) 887-8271,,-85.659256,43.10952
Grand Valley State University Farmers' Market,"Grand Valley State University hosts a Farmers Market of locally grown produce, each Wednesday during the summer on the Allendale Campus, from 10:00am-1:30pm, beginning June-September. We will have fresh produce; lettuce, snap peas, asparagus, green beans, beats, onions, and more.",,http://www.gvsu.edu/farmersmarket/,Ottawa,"Cook-Dewitt Center, 1 Campus Dr, Allendale, MI 49401, USA",1 Campus Dr,Allendale Charter Twp,MI,49401,(616) 331-2215,,-85.954041,42.972195
Watts Orchards,"Visit our orchard for our farm grown items. We have all types of in-season fruits and vegetables, jams, jelly, dressings, etc. We also feature pumpkins in the fall.",,,Montcalm,"619 Chestnut St, Howard City, MI 49329, USA",619 Chestnut St,Howard City,MI,49329,(231) 937-4094,,-85.479614,43.392811
Imlay City Farmers' Market,"The Imlay City Farmers' Market runs Thursdays, May-October.  Hours of operation are 1pm to 6pm.  This year the market will open Thursday, May 3 in downtown Imlay City.Our vendors specialize in fresh, local foods.  Vegetables, fruits, perennials, baked goods, syrup, honey and jellies are just a few of the delicious items you will find at our market!Be sure to stock up on homemade soaps and household items and stop by our antique vendor's booth for one-of-a-kind treasures.The market accepts EBT and Debit cards.  This year we will once again offer Double Up Bucks.Each Thursday a special activity will take place at the market.  Free children's crafts, story hour with the Ruth Hughes Library and special events will make Thursdays at the Farmers' Market in downtown Imlay City a must!",executivedirector@imlaycitymich.com,,Lapeer,"N Main St & E 3rd St, Imlay City, MI 48444, USA",N Main St,Imlay City,MI,48444,(810) 724-1361,"Thursday, May 3 in downtown Imlay City",-83.074493,43.024166
Downtown Au Gres Farmer's Market,Downtown Au Gres Farmer's Market held every Friday in July through September from 10:00am - 3:00pm at Old Water Funland property located on US-23,cityofaugres@centurytel.net,http://www.cityofau-gres-mi.org/farmers-market.html,Arenac,"South U.S. 23, Au Gres, MI 48703, USA",South U.S. 23,Au Gres,MI,48703,(989) 876-8811,,-83.648697,44.058746
Anderson & Girls Orchards/ Gift Loft,"A farm market surrounded by 200 acres of orchards with cherries, peaches, pears, plums and apples. We feature a cider mill and bakery with fresh pies, cookies and donuts as well as a gift loft stocked with Victorian items, Christmas decorations and more.  Open May to December 15.",andergirls@hotmail.com,http://www.andersonandgirls.com/,Montcalm,"2985 N Sheridan Rd, Stanton, MI 48888, USA",2985 N Sheridan Rd,Stanton,MI,48888,(989) 831-4228,May to December 15,-85.089188,43.335865
Marvin's Garden Spot,"Welcome to Marvin's Garden Spot! Interlochen's favorite Market for locally grown produce, fresh fruits, hanging baskets, bedding plants, honey, maple syrup, jams, gourmet salad dressings, dried cherries and much much more. We have an on-site garden, and have been farming in the area for over 30 years.  Located in Interlochen, we're not too far from Traverse City, Lake Ann, Honor, or Long Lake. Please stop by and visit us, and don't forget to visit our Web site for our News Flash so that you'll be the first to know when we're harvesting or receiving the freshest fruits and vegetables only found at Marvin's Garden Spot.",info@marvinsgardenspot.com,http://www.marvinsgardenspot.com,,"US-31, Interlochen, MI 49643, USA",US-31,Interlochen,MI,49643,(231) 275-3227,,-85.935318,44.661831
Muskegon Farmers Market,"The Farmers Market opens early Tuesday, Thursday and Saturday from 6am to 3pm, May through December. Offers West Michigan's best fruits, vegetables, flowers and plants. After Thanksgiving open Saturday only 7am to 3pm.",,http://www.muskegonfarmersmarket.com/about/,Muskegon,"242 W Western Ave, Muskegon, MI 49440, USA",242 W Western Ave,Muskegon,MI,49440,(231) 722-3251,"s early Tuesday, Thursday and Saturday from 6am to 3pm, May through December",-86.237617,43.249016
Newton's Family Farm & Greenhouse,"Newton's Family Farm offers fresh and canned fruits and vegetables. Hormone free, free-range chickens and eggs, as well as jellies and more.",newtonsfamilyfarmdk@gmail.com,,Newaygo,"6359 E 136th St, Sand Lake, MI 49343, USA",6359 E 136th St,Sand Lake,MI,49343,,,-85.642715,43.308514
Azure Acres,"We are a family run blueberry farm in Clio, it has been in our family since the 40's. Our third generation is running the farm now.  We are a u-pick farm as well as pre-picked and have been branching out to the local farmers markets. Open only during Blueberry season.",strandsazureacres@gmail.com,,Genesee,"1233 W Lake Rd, Clio, MI 48420, USA",1233 W Lake Rd,Clio,MI,48420,(810) 686-7923,only during Blueberry season,-83.703674,43.206631
Those Nature People,"Those Nature People offer 700 Herbs and Spices everyday. We custom blend 100 green, black, white and herbal teas! With our readily available ingredients we hand make hundreds of health and beauty products. Offering just about anything you could need for your kitchen or bath we make it easy to become one of Those Nature People!",Patrick@thosenaturepeople.com,,Saginaw,"455 S Main St, Frankenmuth, MI 48734, USA",455 S Main St,Frankenmuth,MI,48734,(989) 262-8110,,-83.738312,43.330608
Creekside Garden & Gift Center,"Visit our nursery, greenhouse and garden center for beautiful and unusual plants, supplies, organic growing supplies, tools, and fine quality gifts. In order to fullfil the needs & interests of our customers our inventory is constantly changing.",creeksid@msn.com,http://www.creeksidegardencenter.com/,Kent,"4015 Fruit Ridge Ave NW, Grand Rapids, MI 49544, USA",4015 Fruit Ridge Ave NW,Grand Rapids,MI,49544,(616) 785-1177,,-85.76442,43.03796
Alpena Farmers' Market,"The Market is located behind City Hall off River Street open every Saturday and Wednesday 8:00 am - 12:00 pm June through October. Locally grown fresh produce, baked goods, cut  flowers, perennials, maple syrup, honey, and arts and crafts from Alpena, Alcona, Montmorency, Presque Isle and Oscoda counties.",,http://www.alpenafarmersmarket.com/home.html,Alpena,"River St, Alpena, MI 49707, USA",River St,Alpena,MI,49707,,every Saturday and Wednesday 8:00 am - 12:00 pm June through October,-83.439209,45.068707
Red Barn Market,"Red Barn Market is family owned and operated, located on the Kropf family's Centennial apple farm.We offer fresh in season produce,  a full service ice cream parlor, hot food, live music,  a petting farm,  U Pick apples and pumpkins, our farm store,  free coffee &  more! Our special events will keep you coming back year after year.",barb@redbarnmarket.biz,http://www.redbarnmarket.biz,Kent,"3550 Alden Nash Ave NE, Lowell, MI 49331, USA",3550 Alden Nash Ave NE,Lowell,MI,49331,(616) 987-3182,,-85.370396,43.027178
Owosso Original Farmer's Market,"The best selection of local produce in the area. A major, established and true farmers market. Open Saturdays, from 8am to 1pm, at the Owosso East Mall, May through October. Credit, debit cards, EBT, Project Fresh, WIC and SNAP accepted.",kraftykay92@yahoo.com,,Shiawassee,"1401 E M 21, Owosso, MI 48867, USA",1401 E M 21,Owosso,MI,48867,(989) 413-2039,"Saturdays, from 8am to 1pm, at the Owosso East Mall, May through October",-84.14518,42.997791
Willow's Garden Juice Bar,"We are located inside of the Flint Farmer's Market. We make fresh, raw vegetable and fruit juices, as well as smoothies, Seasonal and organic produce will be used when available.",willowsgardenjuicebar@yahoo.com,,Genesee,"300 E 1st St, Flint, MI 48502, USA",300 E 1st St,Flint,MI,48502,,,-83.687782,43.017059
Jacques Orchard,"Family owned orchard with apples (including HoneyCrisp!), peaches and pears.  Asparagus, strawberries and produce. Maple syrup (sold out). Cider and caramel apples.  Pressing and dipping now!  Jam and jelly.",jacquesorchard@speednetllc.com,http://www.jacquesorchard.com,Saginaw,"2275 N Iva Rd, Hemlock, MI 48626, USA",2275 N Iva Rd,Hemlock,MI,48626,(989) 642-3522,,-84.269981,43.438496
DeLass Garden Market,"Featuring farm fresh Michigan fruits and vegetables in season. Plus you'll find an excellent selection of premium quality annual & perennial flowers.  Get your picture taken in our 800 pound Adirondack Chair!  Indulge yourself with a sample of our homemade Cream & Butter Fudge, as well as our own lines of Jams, Salsas, and Pickled Produce. Open Mon.-Sat. from Easter to Christmas",jpandme@att.net,http://www.delassgardenmarket.com,Ottawa,"813 W Savidge St, Spring Lake, MI 49456, USA",813 W Savidge St,Spring Lake,MI,49456,(616) 842-1122,Mon,-86.207985,43.077076
Pond Hill Farm/The Garden Cafe/Harbor Springs Vineyards & Winery/Tunnel Vision Brewery,"Pond Hill Farm is a year round destination for fine wines, homemade beer, family fun, and a fresh farm to table dining experience! The farm offers daily wine and beer tasting, lunch and appetizers in the Garden Cafe, hayrides, pig racing, animal feeding, several squash rockets, an ice cream shop, a trout pond to feed the fish, a very diverse pumpkin patch, Christmas trees, a market with a huge assortment of mouth watering homemade canned goods, wonderful year round pesticide and herbicide free produce, farm raised antibiotic and hormone free meats, handmade soaps and bath salts, a great selection of organic and natural foods, crafts and more. The tasting room is filled with aromatic cedar harvested from the farm. Enjoy wine tasting, wines by the glass, bottle, or case. The farm is open year round daily from 9am - 6pm. Our Fall Festival weekends go throughout the fall & Winter Fest runs during weekends in December. Be sure to visit Pond Hill Farm, a true gem in Northern Michigan!",farm@pondhill.com,http://www.harborspringswinery.com/,Emmet,"5581 S Lake Shore Dr, Harbor Springs, MI 49740, USA",5581 S Lake Shore Dr,Harbor Springs,MI,49740,(231) 526-3276,year round daily from 9am - 6pm,-85.062057,45.471745
Hahnenberg Farm Market & Cider Mill,"Farm Market offers in-season produce, including asparagus, sweet cherries, blueberries and apple cider. Open from May through December from 10am to 7pm.",ejjhpiano@gmail.com,,Leelanau,"555 S Lake Leelanau Dr, Lake Leelanau, MI 49653, USA",555 S Lake Leelanau Dr,Lake Leelanau,MI,49653,(231) 994-2224,from May through December from 10am to 7pm,-85.704727,44.974686
LeRoy Farmers' Market,"Featuring locally grown, fresh, high quality produce and products.",becool@netpenny.net,http://www.leroyfarmersmarket.com,Osceola,"220 S Kent St, Le Roy, MI 49655, USA",220 S Kent St,Le Roy,MI,49655,(231) 768-4624,,-85.453804,44.036037
Schwallier's Country Basket,"Pick your own apples and pumpkins. Farm market has cider, fresh doughnuts, caramel apples, popcorn, jams & jellies, honey. Animals and a straw pile for climbing.",apples@schwalliers.com,http://www.schwalliers.com,Kent,"1185 9 Mile Rd NW, Sparta, MI 49345, USA",1185 9 Mile Rd NW,Sparta,MI,49345,(616) 785-9896,,-85.698662,43.103298
Interlochen Farmers Market,"The Interlochen Farmers Market is an opportunity to bring together the best of local fresh produce, locally produced food and natural artisan arts & crafts to the people in the area. There are 60 different vendors at our market about 1/2 food vendors (produce, baked goods, syrups, seasonings, jams, etc) and lots of craft vendors that sell trinkets for very little, and beautiful works of art for quite a bit. Our market is open from the 1st Sunday in May through the Last Sunday in October. Our market is dog friendly.",H@hhembroidery.com,,Grand Traverse,"2112 M-137, Interlochen, MI 49643, USA",2112 M-137,Interlochen,MI,49643,(231) 378-4488,from the 1st Sunday in May through the Last Sunday in October,-85.767906,44.657047
Papa's Pumpkin Patch and Country Farm Market,"The Miller Family started Papa’s Pumpkin Patch as an educational and recreational farm after Bill & Dee retired from Central Michigan University in 2000. Since then, children and adults have enjoyed hayrides, farm parties, rides on the Pumpkin Train, shopping in The Toy Store, solving the Michigan Maze and Pumpkin Maze, much more. In addition to all the great activities at Papa’s, we have recently introduced our Country Farm Market. In response to requests from the public we carry farm produce, nursery items and the freshest Michigan grown fruits and vegetables. Open year round.",contact@papasfamilyfarm.com,http://www.papasfamilyfarm.com/,Isabella,"3909 S Summerton Rd, Mt Pleasant, MI 48858, USA",3909 S Summerton Rd,Mt Pleasant,MI,48858,(989) 773-4345,year round,-84.727486,43.582687
Greenville Area Farmer's Market,"Beginning in June and running through October, this market offers locally grown and made products. The market is held at Veteran's Park on Washington Street, Tuesdays and Fridays from 8:00 am to 12:00 pm and Thursday evenings from 4:00 to 7:00 pm. Locally grown fresh fruit and vegetables and hand-made crafts. The Greenville Area Farmer's Market accepts “Project Fresh” coupons.",info@greenvillechamber.net,https://www.facebook.com/pages/Greenville-Farmers-Market/369468249743192,Montcalm,"1325 W Washington St, Greenville, MI 48838, USA",1325 W Washington St,Greenville,MI,48838,(616) 754-5697,,-85.270729,43.177292
KlineKrest USDA Certified Organic Produce and Strawberry Farm,"We may have what you want, or can custom grow it for you. We offer U-PICK and Pre-picked produce and CSA shares. Our USDA Certified Organic Produce Farm has 11 varieties of strawberries, 22 varieties of apples, 135 varieties of fruits, nuts and berries. Many unusual fruits and berries. 45 varieties of Herbs and produce. Melons, asparagus, rhubarb, tomatoes and much more.",Larry.E.Kline@gmail.com,http://www.klinekrestcertifiedorganicproduce.com/KlineKrestCertifiedOrganicProduce.htm,Ionia,"1067 Somers Rd, Lyons, MI 48851, USA",1067 Somers Rd,Lyons,MI,48851,(616) 902-1587,,-84.981171,42.973785
Gallagher's Farm Market,"The family invites you to browse their wholesome products which have expanded to include a full line of pies, breads and pastries, homemade cherry jams, salsa, mustards, cheese, dried cherries, chocolate covered cherries, cherry juice and cherry concentrate as well as local wines, cheese, maple syrup, and honey. Many of these items are available year round either individually or in gift baskets via their Online Market. The market offers local fresh fruits and vegetables in season. These include strawberries, sweet and tart cherries, blueberries, raspberries, apricots, peaches, apples, sweet corn, tomatoes, cucumbers, squash, pumpkins and many more. Open until October 31. Each fall Gallagher’s has a corn maze, pumpkin patch, petting zoo and welcomes school groups and families to visit the farm. Conveniently located 3 1/2 miles west of Traverse City on M-72.",gallaghersfarmmarkettc@gmail.com,http://www.gallaghersfarmmarkettc.com/,Leelanau,"7237 M-72, Traverse City, MI 49684, USA",7237 M-72,Traverse City,MI,49684,(231) 947-1689,until October 31,-85.615509,44.764812
Rocky Top Farms,"Welcome to Rocky Top Farms! Located in the beautiful drumlin hills of northern Michigan, there is something special about Rocky Top and this area that captures your senses and your heart.Rocky Top Farms strives to grow the best cherries in all the land, to produce the highest quality preserves, fruit butters, and specialties anywhere. Farm-kitchen cooked with a gourmet touch, we are sure you will love our products as much as we do. When we can grow and harvest fruit to fit the MAEAP standards, and then create delicious, natural products, quality becomes second to none.There are a lot of exciting things happening at Rocky Top Farms- busy bees, growing fruit, creating custom Michigan cedar wood products. hosting overnight guests at our cabins via Airbnb, weddings, and year;y Music Festivals.Be sure to visit often as we will be continuing to add new products and musical events. Look around, order online or drop us a note  – we would love to hear from you!",Sales@rockytopfarms.com,http://www.rockytopfarms.com/,Antrim,"11486 Essex Rd, Ellsworth, MI 49729, USA",11486 Essex Rd,Ellsworth,MI,49729,(231) 599-2251,,-85.336769,45.14994
Grand Haven Farmer's Market,"Open Saturdays in May and on Wednesdays and Saturdays June - October from 8 am to 1 pm. Located on the river side under the canopy at Chinook Pier. Garden-fresh seasonal produce, flowers, plants, baked goods and more.",cgeurink@grandhavenchamber.org,https://grandhavenchamber.org/farmers-markets/,Ottawa,"301 N Harbor Dr, Grand Haven, MI 49417, USA",301 N Harbor Dr,Grand Haven,MI,49417,(616) 842-4910,Saturdays in May and on Wednesdays and Saturdays June - October from 8 am to 1 pm,-86.228386,43.063072
Kiteley's Farm Market,"We are a U-pick Berry Farm in Northern Michigan and strawberries are our specialty. We offer the farm experience of picking your own strawberries or raspberries with your choice of red raspberries, black raspberries or purple raspberries. Come to the Strawberry patch and sample our early and late varieties of berries. Mid June to early July is our Strawberry season with Raspberry season starting in mid July. We also harvest and sell our own garden vegetables right from the farm at our own farm market which is open seven days a week. We offer a selection of preserves, jam, honey, specialty foods and our own maple syrup. Do you need some fresh flowers? You can pick up a bouquet or pick your own fresh flowers from our cutting garden. If cooking with fresh herbs is what you are looking for, we grow many varieties for your culinary delights. Come see us and bring the children too. Kids love to pick their own berries, see the gardens, and experience the farm.",,http://www.kiteleyfarms.com/,Charlevoix,"3805 Brock Rd, Charlevoix, MI 49720, USA",3805 Brock Rd,Charlevoix,MI,49720,(231) 547-2318,seven days a week,-85.216873,45.261063
Crossroads Blueberry Market,"We are a retail blueberry market selling fresh, locally grown fruit as well as baked goods, jams, sauces and honey. The market also features real fruit smoothies and Hudsonville ice cream. Open June - Labor Day.",amber@eatberrysmart.com,http://www.crossroadsblueberrymarket.com/,Ottawa,"14315 Lake Michigan Dr, West Olive, MI 49460, USA",14315 Lake Michigan Dr,West Olive,MI,49460,(616) 842-2828,June - Labor Day,-86.143272,42.972607
Post Farms,"Post Farms is a small farm dedicated to the beauty of cut flowers. We offer the following flowers: Perennials: Peonies, Delphinium, Hydrangeas, Lilacs.  Annuals: Sunflowers, Zinnias, Marigolds, Verbena, Amaranth, Ageratum, Millet, Cosmos, Ornamental Grasses, Basils, Dill, Celosias, Salvias, Tansy, Snapdragons, Graceland, and more!  Cherry Tomatoes, Peony Roots.",postfarmmarket@gmail.com,,Kent,"9849 Myers Lake Ave NE, Rockford, MI 49341, USA",9849 Myers Lake Ave NE,Rockford,MI,49341,(616) 874-7569,,-85.492592,43.144337
Charlevoix Farmers Market,"Charlevoix Farmer's Market downtown Charlevoix along Bridge Street at beautiful East Park where the sun comes up over the sailboats on Round Lake, the most beautiful market setting imaginable. Specializing in fresh, local produce, specialty baked goods and wine tasting, Charlevoix has a Farmers Market that appeals to fine food lovers and families of all sizes.  Stickers for our"" Junior Marketeers"" -  special events such as 'Dog Days of Spring' May 26, Green Market Day June 16, Healthy Fit Market Day July 7; weekly entertainment and much more. Shop local. Eat fresh! Use our token system for cash with your credit cards, Bridge cards, Double-Up Food Bucks, Senior Project Fresh, and WIC. Outdoor Market Schedule: May 5 - October 6, 2016 Every Thursday - 8 am - 1 pm. GPS: 408 Bridge Street, East Park, downtown Charlevoix, MI 49720 Indoor Market Schedule: October 13 - Nov 17; Thursdays; 3-6pm at the Charlevoix Public Library Holiday market: Tuesday Nov 22 - 3-6pm at the Charlevoix Public Library 220 W. Clinton Avenue, Charlevoix, MI 49720.",ChxFarmersMarket@gmail.com,http://www.charlevoixmainstreet.org/,Charlevoix,"408 Bridge St, Charlevoix, MI 49720, USA",408 Bridge St,Charlevoix,MI,49720,(231) 330-0968,,-85.258713,45.31591
Magicland Farms,"Magicland Farms is a family owned and operated roadside farm market in the beautiful countryside of Newaygo County. We have been growing an enormous variety of fruits and vegetables for over 30 years with a commitment to offer same-day freshness and quality. We begin our season in June with freshly picked strawberries and then soon follows many, many more fruits and veggies including: sweet corn, beans, tomatoes, peppers, onions, cucumbers, zucchini, apples, peaches, watermelon, muskmelon, sunflowers, and pumpkins to name just a few. We also have an Arts and Crafts room where you will find unique gourd art, paintings, drawings and more. We close for the season near the end of November. Be sure to Like us on Facebook for updates and sales. We accept cash, checks, credit card, Project Fresh, Senior Market Fresh, and EBT/Bridge Card.",magicland@gmail.com,http://www.magiclandfarms.com/,Newaygo,"4380 S Gordon Ave, Fremont, MI 49412, USA",4380 S Gordon Ave,Fremont,MI,49412,(231) 924-2761,,-85.820885,43.481258
Evergreen Market,"Evergreen Market is a family owned farm market and local food store just outside of Traverse City. We specialize in Michigan made products and local produce sourced from over 30 farmers within the Northern Michigan region. Homemade products include fresh pies/baked goods that are low in sugar and packed with Michigan fruit, crispy apple chips, dried fruits, jams/jellies/preserves, crunchy kale chips and unique soup/deli creations that incorporate local foods. In addition to our homemade treats, we also represent a plethora of Michigan-made food producers from all over the state. Stop in to shop locally and support Michigan's economy. Open Monday - Saturday 9 am to 6 pm.",info@milocalfood.com,http://www.milocalfood.com/,Grand Traverse,"8066 US-31, Williamsburg, MI 49690, USA",8066 US-31,Williamsburg,MI,49690,(231) 342-3994,Monday - Saturday 9 am to 6 pm,-85.481056,44.802887
Hoffman's Chop Shop,Local Meats Custom Cuts. We specialize in Local Angus grass fed beef as well as organic pasture raised local chicken.,,,Genesee,"300 E 1st St, Flint, MI 48502, USA",300 E 1st St,Flint,MI,48502,(810) 922-7762,,-83.687782,43.017059
Koetsier's,"Mums, perennials and pansies. Pumpkins, squash, gourds, apples, cider, straw bales, cornstalks, broomcorn, Indian corn, unique yard art. Indoor play area with games, maze, inflatable pumpkin typhoon, pumpkin pitch, animals. Big Wheel track and hayrides. Activity fees.",koetsiers@aol.com,http://www.koetsiers.com/,Kent,"1601 Spaulding Ave SE, Grand Rapids, MI 49546, USA",1601 Spaulding Ave SE,Grand Rapids,MI,49546,(616) 949-7299,,-85.54248,42.933899
Steffens Orchard Market,"Come and enjoy the beautiful apple orchards and view. U-pick (some varieties) and picked apples including Honey Crisp, Gala and Northern Spy available. Red raspberries, squash, pumpkins, fall decorations, jams, jellies, snacks, pies, cider, caramel apples and other items. Steffens Orchards & Market is a fourth generation, family-owned farm.",steffensfarm@gmail.com,http://www.facebook.com/pages/Steffens-Orchards-Market/130094083668624,Kent,"4344 13 Mile Rd NW, Sparta, MI 49345, USA",4344 13 Mile Rd NW,Sparta,MI,49345,(616) 887-2404,,-85.777534,43.157951
Otter Lake Farmers Market,"This Otter Lake farmers market is located at Intersection of Detroit and Genessee Streets Downtown Otter Lake in the park. Come visit and take a look. Call to learn more about its assortment of vegetables, organic food, local specialties, fruits and crafts. Hours are April-October Friday, 3:00 pm - 7:00 pm.",lkucharski@fusionhighspeed.net,,Lapeer,"6392 Detroit St, Otter Lake, MI 48464, USA",6392 Detroit St,Otter Lake,MI,48464,(810) 793-0039,,-83.458481,43.21294
Friske Orchards Farm Market,"Friske's Farm Market has been a family tradition since 1962! The family-owned Orchards and Farm Market is open year around, bringing you their ""finest quality fruit"" and handcrafted specialty food products. When you visit you'll find the Fruit Stand, Orchard Cafe, Old World Bakery, General Store, Country Haus Gift Shop and seasonal children's Orchard Playland and Barnyard Animal Petting Zoo offering something for everyone. Whether it's a quick stop to fulfill your craving for some of their world famous donuts, or a family outing, it's sure to be a ""Bushel of Family Fun""!",info@friske.com,http://www.friske.com,Antrim,"10743 US-31, Ellsworth, MI 49729, USA",10743 US-31,Ellsworth,MI,49729,(231) 599-2604,"year around, bringing you their ""finest quality fruit"" and handcrafted specialty food products",-85.345108,45.182781
Schantz's Blueberries,"This u-pick blueberry farm is open daily from 7:30am to 8:00pm during the season.  We have pails to use for picking, but bring your own containers for taking your berries home.  We feature approximately ten acres with ten to twelve varieties to choose from.  Outhouse available.",dmsfls@concentric.net,,Saginaw,"3571 S Gleaner Rd, Saginaw, MI 48609, USA",3571 S Gleaner Rd,Saginaw,MI,48609,(989) 642-8892,daily from 7:30am to 8:00pm during the season,-84.150864,43.37093
Coopersville DDA Farmers Market,"Wednesday Farmers Market, May - October located at the North Main Street Parking Lot Pavilion from 9am to 1pm and Friday Farmers Market, May - October located at Veteran's Memorial Park, W. Randall Street.",,,Ottawa,"375 Main St, Coopersville, MI 49404, USA",375 Main St,Coopersville,MI,49404,(616) 997-8555,,-85.936859,43.064529
Hingston's Countryside Farm,"Asparagus and strawberries available.Picnic area, restrooms available.",,,Saginaw,"18670 Dice Rd, Merrill, MI 48637, USA",18670 Dice Rd,Merrill,MI,48637,(989) 642-5672,,-84.284401,43.462826
Frankfort Farmers Market,"Saturday mornings shop along the Shore of Betsie Bay and the Frankfort harbor on Lake Michigan in Downtown Frankfort. The Frankfort Farmers Market is open ""All Year Round on Saturday mornings. Indoors (November - April) at the Recreation Center, 832 Main Street along the Waterfront. Indoor hours are 9 am to 1 pm. Outdoors (May - October) at the Open Space Park, 7th - 9th Streets & Main Street along the Waterfront. Outdoors hours are 9 am to 1 pm.  Local produce and crafts include all types of Fruits and Vegetables including the famous Michigan cherries, organic salad greens, braising greens, potatoes, carrots, onions, garlic year round. Maple syrup, local honey, goat cheese, herb plants and nursery items, Locally made herbal soaps and skin care, organic and local chickens, eggs, beef, lamb, pork and much more! Plentiful season veggies and fruits!  The Frankfort Farmers market features the best local products from the hard working farmers of Benzie and surrounding counties of Leelanau, Manistee, Wexford and Grand Traverse. Visit our web site for more information.",,http://www.localharvest.org/frankfort-farmers-market-M27290,,,,,,,(231) 357-0396,"""All Year Round on Saturday mornings",-86.23069,44.635155
Berry Patch,Pick blueberries in season.  Picnic areas. Restrooms available.,,http://www.facebook.com/pages/The-Berry-Patch/149340578533922,Saginaw,"2070 Tittabawassee Rd, Hemlock, MI 48626, USA",2070 Tittabawassee Rd,Hemlock,MI,48626,(989) 642-8403,,-84.281754,43.481426
Barry's Flower Shop & Greenhouses,"Celebrating our 39th year in business! We are a large garden center, nursery, perennials, 15 greenhouses, floral & gift shop and award-winning landscaping.  We carry many unique items including local & Michigan-made gifts! Most of our plants are grown on our site or Michigan-grown.  Get planting and design advice from our Michigan State University Horticulturist.  Come and browse our beautiful perennial gardens, huge shade house & blooming greenhouses! Open year round.  Christmas Open House November 17, 18, 19, 20.",barrysonline@yahoo.com,http://www.barrysgreenhouse.com,Muskegon,"3000 Whitehall Rd, Muskegon, MI 49445, USA",3000 Whitehall Rd,Muskegon,MI,49445,(231) 766-3031,year round,-86.261559,43.311234
